分析報告開始,分析報告結束,廣告名稱,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,234,6,1.459854,1.032663,2026-03-20,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,2,765.5,actions:leadgen.other,1531,75,2.42797,1.538347,2026-03-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,425,11,1.42487,1.421731,2026-03-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,318,4,0.997506,1.193452,2026-03-18,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,155,4,2.484472,1.288,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,3,670.66666667,actions:leadgen.other,2012,73,1.594235,1.449968,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,874,actions:leadgen.other,874,31,1.621339,1.331476,2026-03-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,7,2,6.666667,1.111111,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,588,11,1.164021,1.521739,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,317,10,2.638522,1.173375,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,666,19,1.494886,1.114912,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,599,16,1.386482,1.130264,2026-03-16,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,204,12,3.183024,1.3,2026-03-16,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,13,0,0,1.055556,2026-03-16,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,1083,actions:leadgen.other,1083,53,2.171241,1.132189,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,6,594.16666667,actions:leadgen.other,3565,129,1.581658,1.385896,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,331,10,1.897533,1.155702,2026-03-18,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,720,actions:leadgen.other,720,38,3.417266,1.266515,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,801,actions:leadgen.other,801,18,1.03211,1.168118,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,359,14,2.491103,1.170833,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,25,1,2.702703,1,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,296,20,3.17965,1.286299,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,60,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,244,12,3.809524,1.145455,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,266,11,1.07949,1.084043,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,361,10,1.582278,1.373913,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,56,4,3.478261,1.055046,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,26,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,0,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,373,11,1.5625,1.159802,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,301,17,2.091021,1.912941,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,41,4,5,1.052632,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,2,2,15.384615,1.083333,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,638,25,1.933488,1.596296,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,787,actions:leadgen.other,787,22,1.27907,1.351139,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,455,18,2.115159,1.309231,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),1,,2,789,actions:leadgen.other,1578,58,1.466127,1.302601,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,95,1,1.408451,1.109375,2026-03-11,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,2,0,0,1,2026-02-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,647,23,2.575588,1.263083,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,404,19,1.731996,1.051774,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,502,19,1.350391,1.083141,2026-02-13,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,400,20,2.962963,1.134454,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,914,actions:leadgen.other,914,40,1.077006,1.116657,2026-02-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,250,5,1.552795,1.262745,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,714,30,2.188184,1.192174,2026-02-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),1,,5,530.6,actions:leadgen.other,2653,128,2.78503,1.545913,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,603,19,1.696429,1.122244,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,398,12,0.960769,1.054899,2026-03-04,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,342,19,3.703704,1.184758,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,3,679.66666667,actions:leadgen.other,2039,81,1.142938,1.240287,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,299,17,2.76873,1.143389,2026-03-04,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,0,0,0,1,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,798,30,2.382844,1.183271,2026-03-06,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,90,3,1.456311,1.197674,2026-03-06,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,107,4,2.094241,1.130178,2026-03-06,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,779,38,3.114754,1.200787,2026-03-06,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1581,actions:leadgen.other,1581,57,0.952859,1.128466,2026-02-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,624,10,0.954198,1.300248,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,1747,actions:leadgen.other,1747,82,2.239214,1.308792,2026-02-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,783,38,3.193277,1.26193,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,477,31,0.800827,1.070816,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,2,769,actions:leadgen.other,1538,70,3.089144,1.230185,2026-02-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,1,2,1088.5,actions:leadgen.other,2177,124,2.970771,1.468684,2026-02-12,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,1098,52,3.080569,1.197163,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,436,13,1.172227,1.128179,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,2,919.5,actions:leadgen.other,1839,93,1.779564,1.102764,2026-02-12,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,233,17,3.462322,1.14186,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,0,0,0,1,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,814,21,1.040119,1.113624,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),1,1,8,586.25,actions:leadgen.other,4690,214,1.321395,1.280946,2026-02-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,824,39,2.777778,1.288073,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,220,3,1.030928,1.085821,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,787,28,0.9908,1.1065,2026-02-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,305,13,2.691511,1.352941,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,848,21,1.200686,1.116146,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,370,10,0.825083,1.076377,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,654,actions:leadgen.other,654,20,2.111932,1.130072,2026-02-06,2026-02-17
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,515,35,4.31566,1.228788,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP02(影片),,,1,926,actions:leadgen.other,926,34,1.321415,1.120645,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,107,5,3.10559,1.03871,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,84,2,1.587302,1.02439,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,560,12,2.494802,1.129108,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,390,11,2.941176,1.106509,2026-02-06,2026-02-17
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,360,20,5.249344,1.130564,2026-02-09,2026-02-20
2025-10-28,2026-05-29,1028_EP02(影片),,,1,885,actions:leadgen.other,885,37,1.792636,1.188256,2026-02-09,2026-02-20
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,193,6,2,1.041667,2026-02-09,2026-02-20
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,27,0,0,1,2026-02-09,2026-02-20
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,646,actions:leadgen.other,646,36,2.827965,1.146847,2026-02-09,2026-02-20
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,696,37,2.950558,1.101933,2026-02-09,2026-02-20
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1413,actions:leadgen.other,1413,55,1.072543,1.184843,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,868,actions:leadgen.other,868,34,2.399435,1.156735,2026-02-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,117,4,2.116402,1.092486,2026-02-12,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,841,38,2.87226,1.15748,2026-02-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,4,585,actions:leadgen.other,2340,102,3.357472,1.572464,2026-02-12,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,1,,3,978.66666667,actions:leadgen.other,2936,180,3.346347,1.295832,2026-02-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,497,18,1.588703,1.112967,2026-02-12,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,117,4,3.053435,1.082645,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP02(影片),,,1,566,actions:leadgen.other,566,19,2.328431,1.142857,2026-02-02,2026-02-13
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,395,13,2.771855,1.155172,2026-02-02,2026-02-13
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,323,10,3.236246,1.091873,2026-02-02,2026-04-18
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,1882,66,2.22597,1.292502,2026-02-02,2026-04-18
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,453,11,2.152642,1.084926,2026-02-02,2026-04-18
2025-10-28,2026-05-29,1028_EP02(影片),,,10,581.9,actions:leadgen.other,5819,254,1.264625,1.324693,2026-02-02,2026-04-18
2025-10-28,2026-05-29,1028_EP02(影片),,,1,594,actions:leadgen.other,594,24,2.018503,1.105019,2026-02-02,2026-02-13
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,366,4,1.253919,1.052805,2026-02-02,2026-02-13
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,244,7,2.745098,1.094421,2026-02-02,2026-02-13
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,213,2,2.597403,1.084507,2026-02-02,2026-02-13
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,360,10,1.904762,1.056338,2026-02-02,2026-02-13
2025-10-28,2026-05-29,1028_EP02(影片),1,,3,631.66666667,actions:leadgen.other,1895,61,1.324647,1.2128,2026-02-06,2026-02-17
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,289,11,2.682927,1.181556,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP03(影片)V2,1,,,,,714,18,1.853759,1.088565,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,105,8,3.174603,1.041322,2026-02-06,2026-02-17
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,111,11,9.821429,1.258427,2026-02-06,2026-02-17
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,3,382,actions:leadgen.other,1146,44,3.99274,1.191351,2026-01-22,2026-02-01
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,788,30,3.460208,1.222849,2026-01-22,2026-02-01
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,1005,20,1.919386,1.365662,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,187,5,6.329114,1.067568,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,648,21,4.976303,1.19209,2026-01-26,2026-02-06
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,1,,,,698,10,1.55521,1.314928,2026-01-26,2026-02-06
2025-10-28,2026-05-29,1028_EP02(影片),1,,2,365.5,actions:leadgen.other,731,35,3.100089,1.290286,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,2,545,actions:leadgen.other,1090,40,3.777148,1.250295,2026-01-26,2026-02-14
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,573,15,2.935421,1.249389,2026-01-26,2026-02-14
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,743,8,1.709402,1.098592,2026-01-26,2026-02-14
2025-10-28,2026-05-29,1028_EP02(影片),,,2,650,actions:leadgen.other,1300,64,4.169381,1.22506,2026-01-26,2026-02-14
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,3,293.66666667,actions:leadgen.other,881,27,2.925244,1.122871,2026-01-29,2026-02-22
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1670,actions:leadgen.other,1670,49,2.413793,1.13155,2026-01-29,2026-02-22
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,326,22,5.238095,1.22807,2026-01-29,2026-02-22
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,1,1380,actions:leadgen.other,1380,50,4.009623,1.118386,2026-01-29,2026-02-22
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,872,actions:leadgen.other,872,31,4.61997,1.118333,2026-01-29,2026-02-09
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,344,15,4.021448,1.116766,2026-01-29,2026-02-09
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,293,9,2.521008,1.243902,2026-01-29,2026-02-09
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,857,32,3.69515,1.070457,2026-01-29,2026-02-09
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,333,7,3.703704,1.086207,2026-01-29,2026-02-09
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,793,25,2.33209,1.183223,2026-01-29,2026-02-09
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,208,6,2.090592,1.216102,2026-01-29,2026-02-09
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,141,5,4.62963,1.038462,2026-01-29,2026-02-09
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,828,19,1.532258,1.364136,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,576,actions:leadgen.other,576,5,1.369863,1.188925,2026-01-22,2026-02-01
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,721,19,2.380952,1.306056,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,822,actions:leadgen.other,822,51,6.234719,1.274143,2026-01-22,2026-02-01
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,619,10,1.285347,1.178788,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,750,40,3.824092,1.224824,2026-01-22,2026-02-01
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,948,actions:leadgen.other,948,38,4.26009,1.200538,2026-01-22,2026-02-01
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,291,20,1.91022,1.169832,2026-05-25,進行中
2025-10-28,2026-05-29,0526_成家在太原,,,,,,403,24,2.181818,1.274623,2026-04-15,進行中
2025-10-28,2026-05-29,0526_成家在太原,1,,,,,187,14,2.713178,1.214118,2026-05-25,進行中
2025-10-28,2026-05-29,0526_成家在太原,,,,,,109,6,1.66205,1.128125,2026-05-25,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,1,193,actions:leadgen.other,193,6,2.586207,2.12844,2026-05-27,進行中
2025-10-28,2026-05-29,0526_成家在太原,,,,,,341,3,1.244813,2.042373,2026-05-27,進行中
2025-10-28,2026-05-29,0526_成家在太原,,,,,,439,27,3.349876,1.291667,2026-05-27,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,70,7,2.904564,1.100457,2026-05-27,進行中
2025-10-28,2026-05-29,0526_成家在太原,1,,,,,151,10,2.65252,1.193038,2026-05-27,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,1,,1,212,actions:leadgen.other,212,22,2.522936,1.229901,2026-05-27,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,136,10,2.053388,1.19656,2026-05-13,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,7,259.57142857,actions:leadgen.other,1817,173,2.99619,1.533599,2026-05-13,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,550,41,2.551338,1.304383,2026-04-15,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,125,11,2.849741,1.184049,2026-05-13,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,461,55,2.411223,1.265114,2026-05-13,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,712,45,2.719033,1.465899,2026-04-15,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,1,779,actions:leadgen.other,779,66,2.910053,1.418386,2026-05-07,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,1,917,actions:leadgen.other,917,72,3.104787,1.419217,2026-05-18,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,330,22,1.670463,1.289912,2026-05-18,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,260,16,1.980198,1.272441,2026-05-20,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,1,758,actions:leadgen.other,758,66,2.397385,1.425686,2026-05-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,250,10,2.873563,1.191781,2026-05-21,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,341,15,3.164557,1.179104,2026-05-21,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,337,31,3.009709,1.18527,2026-05-22,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,1,809,actions:leadgen.other,809,113,3.193895,1.393462,2026-05-22,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,71,2,1.492537,1.218182,2026-05-21,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,489,35,2.721617,1.185253,2026-04-17,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,240,18,1.950163,1.143742,2026-05-25,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,38,2,0.840336,1.127962,2026-05-25,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,56,7,2.24359,1.159851,2026-05-25,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,14,309.35714286,actions:leadgen.other,4331,611,3.358988,2.021785,2026-04-15,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,614,87,3.33845,1.586123,2026-04-15,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,9,525.22222222,actions:leadgen.other,4727,142,3.548226,1.863996,2026-04-14,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,2,1270.5,actions:leadgen.other,2541,105,3.039074,2.08258,2026-04-14,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,10,508.8,actions:leadgen.other,5088,565,3.095721,2.274835,2026-04-17,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,8,515.625,actions:leadgen.other,4125,387,2.715218,2.100973,2026-04-17,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,408,10,2.155172,1.463722,2026-04-27,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,3,721.33333333,actions:leadgen.other,2164,91,2.45614,1.371207,2026-04-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,343,7,3.783784,1.15625,2026-04-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,507,15,4.010695,1.116418,2026-05-04,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,1,311,actions:leadgen.other,311,11,2.849741,1.304054,2026-05-04,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,481,32,2.083333,1.364121,2026-05-04,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,505,7,1.576577,1.072464,2026-05-04,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),1,,2,887,actions:leadgen.other,1774,201,2.808439,1.520824,2026-05-06,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,1,1586,actions:leadgen.other,1586,129,2.532391,1.372676,2026-05-06,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,1231,85,2.25524,1.416917,2026-05-07,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,5,685.8,actions:leadgen.other,3429,322,2.328272,1.6284,2026-05-07,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,1143,85,2.260037,1.324296,2026-05-11,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,79,9,2.068966,1.318182,2026-05-11,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,44,2,1.005025,1.317881,2026-05-07,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,363,33,2.226721,1.21875,2026-05-06,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,406,51,2.76873,1.25648,2026-05-07,進行中
2025-10-28,2026-05-29,0512_泳池花園宅,,,,,,240,17,2.011834,1.302003,2026-05-07,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,65,2,0.787402,1.192488,2026-05-13,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,1,896,actions:leadgen.other,896,68,2.573808,1.363261,2026-05-13,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,1,557,actions:leadgen.other,557,16,2.739726,1.370892,2026-04-14,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,922,actions:leadgen.other,922,28,1.983003,1.148902,2026-04-14,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),1,,2,741.5,actions:leadgen.other,1483,56,3.571429,1.609856,2026-04-14,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(影片),,,,,,496,11,2.949062,1.161994,2026-04-14,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,352,12,2.620087,1.286517,2026-05-25,進行中
2025-10-28,2026-05-29,0416_旗艦公設第二版(單圖),,,,,,97,12,3.409091,1.161716,2026-05-25,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,209,5,1.572327,1.108014,2026-05-25,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,209,5,1.519757,1.100334,2026-05-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,304,16,4.95356,1.232824,2026-05-27,進行中
